report_month,ministry,sector,sl_no,project_name,implementing_agency,project_code,state,approval_date,start_date,original_completion_date,revised_completion_date,original_cost_cr,revised_cost_cr,cumulative_expenditure_cr,physical_progress_pct,cost_overrun_pct,expenditure_original_cost_pct,expenditure_revised_cost_pct,progress_expenditure_gap_pct,project_age_months,planned_duration_months,remaining_duration_months,remaining_progress_pct,schedule_slippage_months,completion_date_revised_flag,monthly_progress_change_pct,monthly_expenditure_change_cr,monthly_revised_cost_change_cr,monthly_cost_growth_pct,progress_velocity_pct_per_month,expenditure_growth_pct,required_progress_velocity_pct_per_month,velocity_gap_pct_points,report_month_dt,approval_date_dt,start_date_dt,original_completion_date_dt,revised_completion_date_dt,max_available_horizon,gap_to_next_snapshot,prev_cost_overrun_pct,prev_physical_progress_pct,prev_completion_revised_flag,cost_overrun_trend_1m,progress_trend_1m,rolling_progress_velocity_3m,rolling_cost_growth_3m,rolling_expenditure_growth_3m,snapshots_so_far,next_cost_overrun_pct,next_completion_revised_flag,next_schedule_slippage_months,y_cost_risk_1m,y_schedule_risk_1m,y_combined_risk_1m,y_cost_overrun_actual_next,expected_progress_pct,progress_gap_enhanced_pct,prev_overall_risk_proxy,prev_progress_gap_enhanced_pct,progress_gap_change_1m,prev_expenditure_pct,expenditure_progress_efficiency_gap,prev_expenditure_progress_efficiency_gap,efficiency_gap_change_1m,prev_progress_velocity,progress_velocity_change_1m,prev_expenditure_growth,expenditure_growth_change_1m,financial_efficiency_risk,progress_risk,data_quality_score
2025-09,Ministry of Power,Transmission & Distribution,221,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],400005,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,07/2022,06/2023,12/2025,4546.26,4546.26,4210.29,93.0,0.0,92.6099695134,92.6099695134,-0.390030486598,38.05,11.01,2.99,7.0,30.03,1,0.0,37.33,0.0,0.0,0.0,0.894568843219,2.34113712375,-2.34113712375,2025-09-01,2022-01-01,2022-07-01,2023-06-01,2025-12-01,7,1.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.894568843219,3,0.0,1.0,30.03,0.0,0.0,0.0,0.0,92.6829268292683,-0.31707317073170316,,-2.756097560975604,2.439024390243901,91.7888550149,-0.39003048659999706,-1.211144985100006,0.821114498500009,,,,,0.5923110025638124,0.32101017215304445,0.6929617407183404
2025-10,Ministry of Power,Transmission & Distribution,223,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],400005,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,07/2022,06/2023,12/2025,4546.26,4546.26,4210.3,93.0,0.0,92.6101894744,92.6101894744,-0.389810525575,39.03,11.01,2.0,7.0,30.03,1,0.0,0.0100000000002,0.0,0.0,0.0,0.000237513330441,3.5,-3.5,2025-10-01,2022-01-01,2022-07-01,2023-06-01,2025-12-01,6,1.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,0.4474031782747205,4,0.0,1.0,30.03,0.0,0.0,0.0,0.0,95.1219512195122,2.121951219512198,,-0.31707317073170316,2.439024390243901,92.6099695134,-0.38981052559999796,-0.39003048659999706,0.00021996099999910257,0.0,0.0,0.894568843219,-0.894331329888559,0.5593078714518549,0.30484280665301716,0.7608783632385625
2025-11,Ministry of Power,Transmission & Distribution,218,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],400005,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,07/2022,06/2023,12/2025,4546.26,4546.26,4318.95,94.0,0.0,95.0000659883,95.0000659883,1.00006598831,40.05,11.01,0.99,6.0,30.03,1,1.0,108.65,0.0,0.0,1.0,2.58057620597,6.06060606061,-5.06060606061,2025-11-01,2022-01-01,2022-07-01,2023-06-01,2025-12-01,5,1.0,0.0,93.0,1.0,0.0,1.0,0.3333333333333333,0.0,1.158460854173147,5,0.0,1.0,32.99,0.0,1.0,1.0,0.0,97.5609756097561,3.560975609756099,,2.121951219512198,1.439024390243901,92.6101894744,1.000065988299994,-0.38981052559999796,1.389876513899992,0.0,1.0,0.000237513330441,2.580338692639559,0.6369172078421466,0.23940466744660183,0.8137718820408764
2025-12,Ministry of Power,Transmission & Distribution,217,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],400005,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,07/2022,06/2023,03/2026,4546.26,4546.26,4358.49,95.0,0.0,95.8697918729,95.8697918729,0.86979187288,41.03,11.01,2.96,5.0,32.99,1,1.0,39.54,0.0,0.0,1.0,0.915500295211,1.68918918919,-0.689189189189,2025-12-01,2022-01-01,2022-07-01,2023-06-01,2026-03-01,4,1.0,0.0,94.0,1.0,0.0,1.0,0.6666666666666666,0.0,1.1654380048371469,6,0.0,1.0,34.99,0.0,1.0,1.0,0.0,93.18181818181817,-1.8181818181818272,,3.560975609756099,-5.379157427937926,95.0000659883,0.8697918728999952,1.000065988299994,-0.1302741153999989,1.0,0.0,2.58057620597,-1.665075910759,0.5623830768417644,0.36762266055191783,0.8549653959035206
2026-01,Ministry of Power,Transmission & Distribution,228,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],400005,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,07/2022,06/2023,05/2026,4546.26,4546.26,4482.15,96.0,0.0,98.5898298821,98.5898298821,2.58982988214,42.05,11.01,3.94,4.0,34.99,1,1.0,123.66,0.0,0.0,1.0,2.83722114769,1.0152284264,-0.0152284263959,2026-01-01,2022-01-01,2022-07-01,2023-06-01,2026-05-01,3,3.0,0.0,95.0,1.0,0.0,1.0,1.0,0.0,2.111099216290333,7,0.0,1.0,34.99,,,,0.0,91.30434782608695,-4.695652173913047,,-1.8181818181818272,-2.8774703557312193,95.8697918729,2.5898298821000054,0.8697918728999952,1.7200380092000103,1.0,0.0,0.915500295211,1.921720852479,0.6592105777223967,0.3894248178835921,0.8870469367572107
2026-04,Ministry of Power,Transmission & Distribution,232,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],400005,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,07/2022,06/2023,05/2026,4546.26,4546.26,4528.07,99.9,0.0,99.5998908993,99.5998908993,-0.300109100667,45.01,11.01,0.99,0.1,34.99,1,3.9,45.92,0.0,0.0,3.9,1.02450832748,0.10101010101,3.79898989899,2026-04-01,2022-01-01,2022-07-01,2023-06-01,2026-05-01,0,,0.0,96.0,1.0,0.0,3.9000000000000057,1.9666666666666668,0.0,1.5924099234603333,8,,,,,,,,97.82608695652173,-2.073913043478271,,-4.695652173913047,2.6217391304347757,98.5898298821,-0.30010910070001273,2.5898298821000054,-2.889938982800018,1.0,2.9,2.83722114769,-1.8127128202099998,0.4654265416177267,0.3527533039647577,0.9120320658962018
2025-12,Ministry of Railways,Railways,678,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2025,808.99,808.99,505.01,31.0,0.0,62.4247518511,62.4247518511,31.4247518511,50.0,48.0,0.0,69.0,2.0,1,,,,,,,,,2025-12-01,2021-10-01,2021-10-01,2025-10-01,2025-12-01,7,1.0,,,,,,,,,1,0.0,1.0,14.0,0.0,1.0,1.0,0.0,100.0,69.0,,,,,31.424751851099998,,,,,,,0.6152667507234908,0.7721041864654146,0.37711282433692017
2026-01,Ministry of Railways,Railways,709,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,542.88,32.0,0.0,67.1058974771,67.1058974771,35.1058974771,51.02,48.0,10.97,68.0,14.0,1,1.0,37.87,0.0,0.0,1.0,7.49886140868,6.19872379216,-5.19872379216,2026-01-01,2021-10-01,2021-10-01,2025-10-01,2026-12-01,6,1.0,0.0,31.0,1.0,0.0,1.0,1.0,0.0,7.49886140868,2,0.0,1.0,14.0,0.0,0.0,0.0,0.0,82.25806451612904,50.25806451612904,,69.0,-18.74193548387096,62.4247518511,35.1058974771,31.424751851099998,3.681145626000003,,,,,0.7202546280188543,0.67067809803659,0.6057550711867883
2026-02,Ministry of Railways,Railways,708,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,565.72,34.0,0.0,69.9291709415,69.9291709415,35.9291709415,52.04,48.0,9.95,66.0,14.0,1,2.0,22.84,0.0,0.0,2.0,4.20719127616,6.63316582915,-4.63316582915,2026-02-01,2021-10-01,2021-10-01,2025-10-01,2026-12-01,5,1.0,0.0,32.0,1.0,0.0,2.0,1.5,0.0,5.85302634242,3,0.0,1.0,14.0,0.0,0.0,0.0,0.0,83.87096774193549,49.87096774193549,,50.25806451612904,-0.3870967741935516,67.1058974771,35.929170941500004,35.1058974771,0.8232734644000033,1.0,1.0,7.49886140868,-3.29167013252,0.6307640539311262,0.6580566067526741,0.6929617407183404
2026-03,Ministry of Railways,Railways,691,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,596.45,36.0,0.0,73.7277345826,73.7277345826,37.7277345826,52.96,48.0,9.03,64.0,14.0,1,2.0,30.73,0.0,0.0,2.0,5.43201583822,7.08748615725,-5.08748615725,2026-03-01,2021-10-01,2021-10-01,2025-10-01,2026-12-01,4,1.0,0.0,34.0,1.0,0.0,2.0,1.6666666666666667,0.0,5.712689507686666,4,0.0,1.0,14.0,0.0,0.0,0.0,0.0,85.48387096774194,49.483870967741936,,49.87096774193549,-0.3870967741935516,69.9291709415,37.72773458259999,35.929170941500004,1.7985636410999888,2.0,0.0,4.20719127616,1.2248245620600002,0.6832996548206813,0.6675088483403783,0.7608783632385625
2026-04,Ministry of Railways,Railways,711,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,701.15,38.0,0.0,86.6697981434,86.6697981434,48.6697981434,53.98,48.0,8.02,62.0,14.0,1,2.0,104.7,0.0,0.0,2.0,17.5538603403,7.73067331671,-5.73067331671,2026-04-01,2021-10-01,2021-10-01,2025-10-01,2026-12-01,3,1.0,0.0,36.0,1.0,0.0,2.0,2.0,0.0,9.064355818226668,5,0.0,1.0,14.0,0.0,0.0,0.0,0.0,87.09677419354838,49.096774193548384,,49.483870967741936,-0.3870967741935516,73.7277345826,48.6697981434,37.72773458259999,10.942063560800008,2.0,0.0,5.43201583822,12.121844502080002,0.7965244505912515,0.643318340933361,0.8137718820408764
2026-05,Ministry of Railways,Railways,713,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,743.46,40.0,0.0,91.8997762642,91.8997762642,51.8997762642,54.97,48.0,7.03,60.0,14.0,1,2.0,42.31,0.0,0.0,2.0,6.03437210297,8.53485064011,-6.53485064011,2026-05-01,2021-10-01,2021-10-01,2025-10-01,2026-12-01,2,1.0,0.0,38.0,1.0,0.0,2.0,2.0,0.0,9.67341609383,6,0.0,1.0,14.0,0.0,0.0,0.0,0.0,88.70967741935483,48.70967741935483,,49.096774193548384,-0.3870967741935516,86.6697981434,51.8997762642,48.6697981434,3.2299781207999985,2.0,0.0,17.5538603403,-11.519488237330002,0.6767035415177949,0.6139199147915412,0.8549653959035206
2026-06,Ministry of Railways,Railways,699,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,743.46,40.0,0.0,91.8997762642,91.8997762642,51.8997762642,55.98,48.0,6.01,60.0,14.0,1,0.0,0.0,0.0,0.0,0.0,0.0,9.98336106489,-9.98336106489,2026-06-01,2021-10-01,2021-10-01,2025-10-01,2026-12-01,1,1.0,0.0,40.0,1.0,0.0,0.0,1.3333333333333333,0.0,7.8627441477566675,7,0.0,1.0,14.0,0.0,0.0,0.0,0.0,90.32258064516128,50.32258064516128,,48.70967741935483,1.6129032258064484,91.8997762642,51.8997762642,51.8997762642,0.0,2.0,-2.0,6.03437210297,-6.03437210297,0.6088154565273266,0.587164888690031,0.8870469367572107
2026-07,Ministry of Railways,Railways,662,Jharsuguda-Barpali-Sardega Ph II Works- Rail Connectivity for Coal Loading Bulb at Barpali.,South Eastern Railway [SER] - I,400006,Odisha,10/2021,10/2021,10/2025,12/2026,808.99,808.99,743.46,44.0,0.0,91.8997762642,91.8997762642,47.8997762642,56.97,48.0,5.03,56.0,14.0,1,4.0,0.0,0.0,0.0,4.0,0.0,11.1332007952,-7.13320079523,2026-07-01,2021-10-01,2021-10-01,2025-10-01,2026-12-01,0,,0.0,40.0,1.0,0.0,4.0,2.0,0.0,2.0114573676566665,8,,,,,,,,91.93548387096774,47.935483870967744,,50.32258064516128,-2.3870967741935374,91.8997762642,47.8997762642,51.8997762642,-4.0,0.0,4.0,0.0,0.0,0.5502917357229816,0.5051968795118367,0.9120320658962018
2025-07,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,09/2018,,09/2021,10/2025,480.0,640.0,427.04,67.0,33.3333333333,88.9666666667,66.725,-0.275,,,3.02,33.0,48.99,1,,,,,,,10.9271523179,,2025-07-01,2018-09-01,,2021-09-01,2025-10-01,12,1.0,,,,,,,,,1,33.3333333333,1.0,48.99,1.0,0.0,1.0,33.3333333333,,,,,,,21.966666666699993,,,,,,,0.6548393672242119,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,10/2025,480.0,640.0,434.79,71.0,33.3333333333,90.58125,67.9359375,-3.0640625,82.99,36.01,2.0,29.0,48.99,1,,,,,,,14.5,,2025-08-01,2018-07-01,2018-09-01,2021-09-01,2025-10-01,11,1.0,33.3333333333,67.0,1.0,0.0,4.0,,,,2,33.3333333333,1.0,48.99,1.0,0.0,1.0,33.3333333333,97.6470588235294,26.647058823529406,,,,88.9666666667,19.581249999999997,21.966666666699993,-2.385416666699996,,,,,0.572592679176861,0.5646413623632783,0.5474217378534549
2025-09,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,10/2025,480.0,640.0,456.22,71.0,33.3333333333,95.0458333333,71.284375,0.284375,84.01,36.01,0.99,29.0,48.99,1,0.0,21.43,0.0,0.0,0.0,4.92881621012,29.2929292929,-29.2929292929,2025-09-01,2018-07-01,2018-09-01,2021-09-01,2025-10-01,10,1.0,33.3333333333,71.0,1.0,0.0,0.0,0.0,0.0,4.92881621012,3,33.3333333333,1.0,48.99,1.0,0.0,1.0,33.3333333333,98.82352941176471,27.82352941176471,,26.647058823529406,1.1764705882353041,90.58125,24.045833333299996,19.581249999999997,4.4645833332999985,,,,,0.8000877038860097,0.33542055860781933,0.6929617407183404
2025-10,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,10/2025,480.0,640.0,471.59,77.0,33.3333333333,98.2479166667,73.6859375,-3.3140625,84.99,36.01,0.0,23.0,48.99,1,6.0,15.37,0.0,0.0,6.0,3.36898864583,,,2025-10-01,2018-07-01,2018-09-01,2021-09-01,2025-10-01,9,1.0,33.3333333333,71.0,1.0,0.0,6.0,3.0,0.0,4.148902427975,4,33.3333333333,1.0,57.95,1.0,1.0,1.0,33.3333333333,100.0,23.0,,27.82352941176471,-4.82352941176471,95.0458333333,21.247916666699993,24.045833333299996,-2.7979166666000026,0.0,6.0,4.92881621012,-1.55982756429,0.572833715792523,0.45016102574215244,0.7025450299052292
2025-11,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,07/2026,480.0,640.0,483.12,78.0,33.3333333333,100.65,75.4875,-2.5125,86.01,36.01,7.95,22.0,57.95,1,1.0,11.53,0.0,0.0,1.0,2.44492037575,2.76729559748,-1.76729559748,2025-11-01,2018-07-01,2018-09-01,2021-09-01,2026-07-01,8,1.0,33.3333333333,77.0,1.0,0.0,1.0,2.333333333333333,0.0,3.5809084105666664,5,33.3333333333,1.0,57.95,1.0,0.0,1.0,33.3333333333,91.48936170212765,13.489361702127653,,23.0,-9.510638297872347,98.2479166667,22.650000000000006,21.247916666699993,1.4020833333000127,6.0,-5.0,3.36898864583,-0.9240682700799998,0.724222372639897,0.5776650887873422,0.8137718820408764
2025-12,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,07/2026,480.0,640.0,484.6,78.0,33.3333333333,100.958333333,75.71875,-2.28125,87.0,36.01,6.97,22.0,57.95,1,0.0,1.48,0.0,0.0,0.0,0.306342109621,3.15638450502,-3.15638450502,2025-12-01,2018-07-01,2018-09-01,2021-09-01,2026-07-01,7,1.0,33.3333333333,78.0,1.0,0.0,0.0,2.333333333333333,0.0,2.0400837104003333,6,33.3333333333,1.0,57.95,1.0,0.0,1.0,33.3333333333,92.5531914893617,14.553191489361694,,13.489361702127653,1.0638297872340416,100.65,22.958333333,22.650000000000006,0.3083333329999931,1.0,-1.0,2.44492037575,-2.138578266129,0.6840894725337657,0.45216079703633816,0.8549653959035206
2026-01,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,15,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,07/2026,480.0,640.0,492.21,78.0,33.3333333333,102.54375,76.9078125,-1.0921875,88.02,36.01,5.95,22.0,57.95,1,0.0,7.61,0.0,0.0,0.0,1.57036731325,3.6974789916,-3.6974789916,2026-01-01,2018-07-01,2018-09-01,2021-09-01,2026-07-01,6,3.0,33.3333333333,78.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.440543266207,7,33.3333333333,1.0,57.95,,,,33.3333333333,93.61702127659575,15.61702127659575,,14.553191489361694,1.0638297872340559,100.958333333,24.543750000000003,22.958333333,1.585416667000004,0.0,0.0,0.306342109621,1.264025203629,0.7534484903022924,0.4164233309912931,0.8870469367572107
2026-04,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,15,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,07/2026,480.0,640.0,501.81,78.9,33.3333333333,104.54375,78.4078125,-0.4921875,90.97,36.01,2.99,21.1,57.95,1,0.9,9.6,0.0,0.0,0.9,1.95038702993,7.05685618729,-6.15685618729,2026-04-01,2018-07-01,2018-09-01,2021-09-01,2026-07-01,3,1.0,33.3333333333,78.0,1.0,0.0,0.9000000000000057,0.3,0.0,1.2756988176003332,8,33.3333333333,1.0,57.95,1.0,0.0,1.0,33.3333333333,96.80851063829788,17.90851063829787,,15.61702127659575,2.2914893617021193,102.54375,25.643749999999997,24.543750000000003,1.0999999999999943,0.0,0.9,1.57036731325,0.3800197166799999,0.7420493585919026,0.33211580919213196,0.9120320658962018
2026-05,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,15,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,07/2026,480.0,640.0,506.13,79.2,33.3333333333,105.44375,79.0828125,-0.1171875,91.96,36.01,2.0,20.8,57.95,1,0.3,4.32,0.0,0.0,0.3,0.860883601363,10.4,-10.1,2026-05-01,2018-07-01,2018-09-01,2021-09-01,2026-07-01,2,1.0,33.3333333333,78.9,1.0,0.0,0.2999999999999971,0.3999999999999999,0.0,1.4605459815143331,9,33.3333333333,1.0,57.95,1.0,0.0,1.0,33.3333333333,97.87234042553192,18.672340425531914,,17.90851063829787,0.7638297872340445,104.54375,26.24374999999999,25.643749999999997,0.5999999999999943,0.9,-0.6000000000000001,1.95038702993,-1.0895034285669998,0.7224963796445388,0.27194412727595174,0.9314905040347882
2026-06,Ministry of Road Transport & Highways,Roads & Highways,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,07/2026,480.0,640.0,509.41,83.4,33.3333333333,106.127083333,79.5953125,-3.8046875,92.98,36.01,0.99,16.6,57.95,1,4.2,3.28,0.0,0.0,4.2,0.648054847569,16.7676767677,-12.5676767677,2026-06-01,2018-07-01,2018-09-01,2021-09-01,2026-07-01,1,1.0,33.3333333333,79.2,1.0,0.0,4.200000000000003,1.8,0.0,1.153108492954,10,33.3333333333,1.0,57.95,1.0,0.0,1.0,33.3333333333,98.93617021276596,15.536170212765953,,18.672340425531914,-3.136170212765961,105.44375,22.727083332999996,26.24374999999999,-3.5166666669999955,0.3,3.9000000000000004,0.860883601363,-0.21282875379400001,0.5855794498853575,0.1454099631107273,0.9466447508944658
2026-07,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,14,"Construction of Terminal Building & Associated works at Leh Airport, Ladakh",Airport Authority of India [AAI],400010,Ladakh,07/2018,09/2018,09/2021,07/2026,480.0,640.0,512.55,88.0,33.3333333333,106.78125,80.0859375,-7.9140625,93.96,36.01,0.0,12.0,57.95,1,4.6,3.14,0.0,0.0,4.6,0.61639936397,,,2026-07-01,2018-07-01,2018-09-01,2021-09-01,2026-07-01,0,,33.3333333333,83.4,1.0,0.0,4.599999999999994,3.033333333333333,0.0,0.708445937634,11,,,,,,,,100.0,12.0,,15.536170212765953,-3.5361702127659527,106.127083333,18.78125,22.727083332999996,-3.945833332999996,4.2,0.39999999999999947,0.648054847569,-0.031655483599000056,0.5694375168929635,0.425589062602308,0.9001135568823069
2025-07,Ministry of Petroleum & Natural Gas,Energy Storage,332,Kandla Gorakhpur LPG Pipeline,Ministry of Petroleum & Natural Gas,400012,"Multi-States (Gujarat, Madhya Pradesh, Uttar Pradesh)",12/2018,,12/2021,12/2025,10088.0,10088.0,7598.13,92.0,0.0,75.3184972244,75.3184972244,-16.6815027756,,,5.03,8.0,48.0,1,,,,,,,1.59045725646,,2025-07-01,2018-12-01,,2021-12-01,2025-12-01,12,1.0,,,,,,,,,1,0.0,1.0,48.0,0.0,0.0,0.0,0.0,,,,,,,-16.681502775599995,,,,,,,0.4553492248162757,0.4540855268656197,0.37711282433692017
2025-08,Ministry of Petroleum & Natural Gas,Energy Storage,345,Kandla Gorakhpur LPG Pipeline,Ministry of Petroleum & Natural Gas,400012,"Multi-States (Gujarat, Madhya Pradesh, Uttar Pradesh)",,12/2018,12/2021,12/2025,10088.0,10088.0,7672.23,92.0,0.0,76.0530333069,76.0530333069,-15.9469666931,80.0,36.01,4.01,8.0,48.0,1,,,,,,,1.99501246883,,2025-08-01,,2018-12-01,2021-12-01,2025-12-01,11,1.0,0.0,92.0,1.0,0.0,0.0,,,,2,0.0,1.0,48.0,0.0,0.0,0.0,0.0,95.23809523809523,3.2380952380952266,,,,75.3184972244,-15.946966693099995,-16.681502775599995,0.7345360825,,,,,0.4852937529839849,0.36000899973782235,0.5474217378534549
2025-09,Ministry of Petroleum & Natural Gas,Energy Storage,351,Kandla Gorakhpur LPG Pipeline,Ministry of Petroleum & Natural Gas,400012,"Multi-States (Gujarat, Madhya Pradesh, Uttar Pradesh)",,12/2018,12/2021,12/2025,10088.0,10088.0,7979.86,93.0,0.0,79.1024980174,79.1024980174,-13.8975019826,81.02,36.01,2.99,7.0,48.0,1,1.0,307.63,0.0,0.0,1.0,4.00965560209,2.34113712375,-1.34113712375,2025-09-01,,2018-12-01,2021-12-01,2025-12-01,10,1.0,0.0,92.0,1.0,0.0,1.0,1.0,0.0,4.00965560209,3,0.0,1.0,48.0,0.0,0.0,0.0,0.0,96.42857142857143,3.4285714285714306,,3.2380952380952266,0.190476190476204,76.0530333069,-13.897501982600005,-15.946966693099995,2.04946471049999,,,,,0.5453976360881401,0.38610248730222896,0.6929617407183404
